"","Nsub","Exp","model","ver","part","m_mu_p_g","m_sig2_p_g","m_mu_p_s_IR","m_mu_p_l_IR","m_sig_pr2_l_IR"
"683",15,"Exp1","IP","log","part1",0,0.132984301055916,0.864677266347467,1.29095937985095,0.687179313624102
"684",15,"Exp1","IP","log","part2",0,0.0468585615515137,0.891236591093012,1.25574632686093,0.293975548714518
"685",15,"Exp1","LGM","linear","all",0.823898179362906,0,0,0,0
"686",15,"Exp1","LGM","linear","part1",0.897172246382519,0,0,0,0
"687",15,"Exp1","LGM","linear","part2",0.970708673900427,0,0,0,0
"688",15,"Exp1","LGM","log","all",1.22781295726778,0,0,0,0
"689",15,"Exp1","LGM","log","part1",0.912413945478059,0,0,0,0
"690",15,"Exp1","LGM","log","part2",1.42016537764072,0,0,0,0
"691",15,"Exp1","PIM","linear","all",0.818617549890296,0,0,0,0
"692",15,"Exp1","PIM","linear","part1",0.890322978359521,0,0,0,0
"693",15,"Exp1","PIM","linear","part2",0.965724203272766,0,0,0,0
"694",15,"Exp1","PIM","log","all",1.22071078062992,0,0,0,0
"695",15,"Exp1","PIM","log","part1",0.936980002716255,0,0,0,0
"696",15,"Exp1","PIM","log","part2",1.42029270140997,0,0,0,0
"697",15,"Exp2","DIM","linear","all",1.18856467032101,0,0,0,0
"698",15,"Exp2","DIM","linear","part1",1.2194826181567,0,0,0,0
"699",15,"Exp2","DIM","linear","part2",1.15035305252505,0,0,0,0
"700",15,"Exp2","DIM","log","all",1.13196911461682,0,0,0,0
"701",15,"Exp2","DIM","log","part1",1.17305722230824,0,0,0,0
"702",15,"Exp2","DIM","log","part2",1.08631290860684,0,0,0,0
"703",15,"Exp2","IP","linear","all",0,0.0234441392880884,0.920119841390585,1.16465060176006,0.0182777401480168
"704",15,"Exp2","IP","linear","part1",0,0.0276787598320682,0.930696661066523,1.19895295310814,0.0249973824786177
"705",15,"Exp2","IP","linear","part2",0,0.0246955572751053,0.917039941268331,1.13081419601183,0.0122822292010815
"706",15,"Exp2","IP","log","all",0,0.0203120320722516,0.869027708786358,1.1666190868279,0.019348503243002
"707",15,"Exp2","IP","log","part1",0,0.0242173466764007,0.875047138592117,1.20238826543432,0.0256353069082068
"708",15,"Exp2","IP","log","part2",0,0.021070630922744,0.865414339955261,1.13161845307597,0.0134867223195609
"709",15,"Exp2","LGM","linear","all",1.14537033524469,0,0,0,0
"710",15,"Exp2","LGM","linear","part1",1.18660590126558,0,0,0,0
"711",15,"Exp2","LGM","linear","part2",1.10474294502721,0,0,0,0
"712",15,"Exp2","LGM","log","all",1.10232667935509,0,0,0,0
"713",15,"Exp2","LGM","log","part1",1.15072942371185,0,0,0,0
"714",15,"Exp2","LGM","log","part2",1.05820831372898,0,0,0,0
"715",15,"Exp2","PIM","linear","all",1.14517438425107,0,0,0,0
"716",15,"Exp2","PIM","linear","part1",1.18621392443619,0,0,0,0
"717",15,"Exp2","PIM","linear","part2",1.10500029057498,0,0,0,0
"718",15,"Exp2","PIM","log","all",1.10239260022297,0,0,0,0
"719",15,"Exp2","PIM","log","part1",1.15071171905669,0,0,0,0
"720",15,"Exp2","PIM","log","part2",1.05810490151529,0,0,0,0
"721",16,"Exp1","DIM","linear","all",0.798738357036243,0,0,0,0
"722",16,"Exp1","DIM","linear","part1",1.1883383194312,0,0,0,0
"723",16,"Exp1","DIM","linear","part2",0.878365558924935,0,0,0,0
"724",16,"Exp1","DIM","log","all",0.746701086634344,0,0,0,0
"725",16,"Exp1","DIM","log","part1",0.815989907642106,0,0,0,0
"726",16,"Exp1","DIM","log","part2",0.939412501836024,0,0,0,0
"727",16,"Exp1","IP","linear","all",0,0.117797497334669,0.887871107739075,1.11892458282327,0.353200706434137
"728",16,"Exp1","IP","linear","part1",0,0.658716463529313,0.715394078641587,1.23405746880336,0.633125042300538
"729",16,"Exp1","IP","linear","part2",0,0.333151591161437,0.812740186756209,1.16140865486624,0.321100551529481
"730",16,"Exp1","IP","log","all",0,0.208018024053572,0.916885440109329,1.08994798363015,0.155208011910173
"731",16,"Exp1","IP","log","part1",0,0.886793672691954,0.696988727698368,1.22591535931409,0.646685300004339
"732",16,"Exp1","IP","log","part2",0,0.434238393630113,0.832731318582299,1.14362136221927,0.214968945836848
"733",16,"Exp1","LGM","linear","all",0.781464376913815,0,0,0,0
"734",16,"Exp1","LGM","linear","part1",1.03230106949141,0,0,0,0
"735",16,"Exp1","LGM","linear","part2",0.883064569355835,0,0,0,0
"736",16,"Exp1","LGM","log","all",0.70355146958861,0,0,0,0
"737",16,"Exp1","LGM","log","part1",0.712213650564357,0,0,0,0
"738",16,"Exp1","LGM","log","part2",0.936456847208819,0,0,0,0
"739",16,"Exp1","PIM","linear","all",0.772256702808385,0,0,0,0
"740",16,"Exp1","PIM","linear","part1",1.02896355935493,0,0,0,0
"741",16,"Exp1","PIM","linear","part2",0.896126595229063,0,0,0,0
"742",16,"Exp1","PIM","log","all",0.699539099906891,0,0,0,0
"743",16,"Exp1","PIM","log","part1",0.715124662370595,0,0,0,0
"744",16,"Exp1","PIM","log","part2",0.932492863891708,0,0,0,0
"745",16,"Exp2","DIM","linear","all",0.640703676995769,0,0,0,0
"746",16,"Exp2","DIM","linear","part1",0.703161346651835,0,0,0,0
"747",16,"Exp2","DIM","linear","part2",0.798567288750372,0,0,0,0
"748",16,"Exp2","DIM","log","all",1.03006171954244,0,0,0,0
"749",16,"Exp2","DIM","log","part1",1.03023563924133,0,0,0,0
"750",16,"Exp2","DIM","log","part2",1.03932405212787,0,0,0,0
"751",16,"Exp2","IP","linear","all",0,0.0240404709078329,0.938419376206733,1.03992563328021,0.109424630419485
"752",16,"Exp2","IP","linear","part1",0,0.0223143970638501,0.931787395818354,1.05824024596647,0.0864344551571384
"753",16,"Exp2","IP","linear","part2",0,0.0279427998935893,0.921545201654363,1.06529302158973,0.150508887275273
"754",16,"Exp2","IP","log","all",0,0.0577954691769846,0.939021457497305,1.02997876064283,0.0642370214173071
"755",16,"Exp2","IP","log","part1",0,0.050844949143225,0.935992880367171,1.04524797796869,0.0531764410136848
"756",16,"Exp2","IP","log","part2",0,0.0736318849821229,0.920856590966618,1.05576148233049,0.0895896765472289
"757",16,"Exp2","LGM","linear","all",1.10580756331669,0,0,0,0
"758",16,"Exp2","LGM","linear","part1",1.11286021461566,0,0,0,0
"759",16,"Exp2","LGM","linear","part2",0.944416083381665,0,0,0,0
"760",16,"Exp2","LGM","log","all",1.11045549838914,0,0,0,0
"761",16,"Exp2","LGM","log","part1",1.10192646945341,0,0,0,0
"762",16,"Exp2","LGM","log","part2",1.30408292081903,0,0,0,0
"763",16,"Exp2","PIM","linear","all",1.10678662745921,0,0,0,0
"764",16,"Exp2","PIM","linear","part1",1.11385594434862,0,0,0,0
"765",16,"Exp2","PIM","linear","part2",0.953544803513086,0,0,0,0
"766",16,"Exp2","PIM","log","all",1.10985400819765,0,0,0,0
"767",16,"Exp2","PIM","log","part1",1.10210176048069,0,0,0,0
"768",16,"Exp2","PIM","log","part2",1.29109687916102,0,0,0,0
